CustomerID,TotalGastado,NumCompras,ProductosDistintos,TicketMedio,Cluster_ID,Segmento
12638.0,671.69,1,39,671.69,1,Ocasionales
12639.0,486.1,1,22,486.1,1,Ocasionales
12640.0,1174.58,3,47,391.52666666666664,2,Recurrentes
12641.0,185.9,1,10,185.9,1,Ocasionales
12642.0,1013.26,3,39,337.75333333333333,1,Ocasionales
12643.0,3344.64,6,11,557.4399999999999,2,Recurrentes
12644.0,477.90999999999997,1,31,477.90999999999997,1,Ocasionales
12645.0,1775.18,4,58,443.795,2,Recurrentes
12646.0,1346.97,2,43,673.485,2,Recurrentes
12647.0,3722.82,12,78,310.235,0,VIP / Premium
12648.0,318.05,1,21,318.05,1,Ocasionales
12649.0,623.51,3,28,207.83666666666667,1,Ocasionales
12650.0,314.44,1,20,314.44,1,Ocasionales
12651.0,114.0,1,9,114.0,1,Ocasionales
12652.0,919.98,1,48,919.98,2,Recurrentes
12653.0,2209.85,2,37,1104.925,2,Recurrentes
12654.0,601.98,5,31,120.396,1,Ocasionales
12656.0,4051.17,5,89,810.234,0,VIP / Premium
12657.0,1643.18,4,35,410.795,2,Recurrentes
12658.0,686.05,1,36,686.05,1,Ocasionales
12659.0,91.68,1,5,91.68,1,Ocasionales
12660.0,245.10000000000002,1,13,245.10000000000002,1,Ocasionales
12662.0,3849.78,11,129,349.98,0,VIP / Premium
12664.0,4881.88,9,10,542.4311111111111,0,VIP / Premium
12665.0,63.0,1,3,63.0,1,Ocasionales
12667.0,620.13,1,33,620.13,1,Ocasionales
12668.0,3807.15,4,115,951.7875,0,VIP / Premium
12669.0,2744.0299999999997,3,98,914.6766666666666,2,Recurrentes
12670.0,2996.05,5,58,599.21,2,Recurrentes
12672.0,225.9,1,10,225.9,1,Ocasionales
12673.0,610.52,2,42,305.26,1,Ocasionales
12674.0,1970.6,4,52,492.65,2,Recurrentes
12676.0,1331.39,6,33,221.89833333333334,2,Recurrentes
12679.0,1113.02,4,43,278.255,2,Recurrentes
12680.0,862.81,4,33,215.7025,1,Ocasionales
12683.0,8476.57,15,177,565.1046666666666,0,VIP / Premium
12684.0,2283.63,7,61,326.23285714285714,2,Recurrentes
12685.0,2863.08,6,117,477.18,2,Recurrentes
12686.0,89.14,1,7,89.14,1,Ocasionales
12689.0,1247.6100000000001,2,57,623.8050000000001,2,Recurrentes
12690.0,389.01,1,16,389.01,1,Ocasionales
12691.0,1035.8,6,21,172.63333333333333,2,Recurrentes
12693.0,855.91,4,35,213.9775,1,Ocasionales
12694.0,869.67,2,32,434.835,1,Ocasionales
12695.0,582.1,4,23,145.525,1,Ocasionales
12697.0,957.59,3,37,319.19666666666666,1,Ocasionales
12700.0,4939.99,4,193,1234.9975,0,VIP / Premium
12701.0,797.71,2,50,398.855,1,Ocasionales
12702.0,219.0,1,12,219.0,1,Ocasionales
12703.0,283.55,1,21,283.55,1,Ocasionales
12704.0,2340.84,8,64,292.605,2,Recurrentes
12705.0,6868.29,9,228,763.1433333333333,0,VIP / Premium
12707.0,603.42,1,33,603.42,1,Ocasionales
12708.0,2712.91,10,86,271.291,2,Recurrentes
12710.0,1149.02,3,75,383.00666666666666,2,Recurrentes
12712.0,4396.13,13,58,338.1638461538462,0,VIP / Premium
12713.0,848.55,1,38,848.55,1,Ocasionales
12714.0,4708.86,5,216,941.7719999999999,0,VIP / Premium
12715.0,343.36,1,20,343.36,1,Ocasionales
12716.0,1053.49,2,60,526.745,2,Recurrentes
12717.0,1030.98,2,49,515.49,1,Ocasionales
12718.0,238.25,1,19,238.25,1,Ocasionales
12719.0,644.95,2,34,322.475,1,Ocasionales
12721.0,2656.13,6,133,442.68833333333333,2,Recurrentes
12722.0,997.63,4,50,249.4075,1,Ocasionales
12723.0,725.07,5,53,145.014,1,Ocasionales
12724.0,1031.41,4,47,257.8525,2,Recurrentes
12725.0,427.8,1,24,427.8,1,Ocasionales
12726.0,2609.1,7,57,372.7285714285714,2,Recurrentes
12727.0,3980.7000000000003,7,109,568.6714285714286,0,VIP / Premium
12728.0,836.33,4,38,209.0825,1,Ocasionales
12729.0,453.01,1,26,453.01,1,Ocasionales
12732.0,236.26000000000002,1,12,236.26000000000002,1,Ocasionales
12733.0,383.95,1,22,383.95,1,Ocasionales
12734.0,110.39999999999999,1,4,110.39999999999999,1,Ocasionales
12735.0,779.5699999999999,2,38,389.78499999999997,1,Ocasionales
12736.0,234.0,1,4,234.0,1,Ocasionales
12738.0,155.35,1,11,155.35,1,Ocasionales
12739.0,1013.04,2,38,506.52,1,Ocasionales
12740.0,427.6,1,27,427.6,1,Ocasionales
12743.0,540.13,2,114,270.065,1,Ocasionales
12747.0,4196.01,11,42,381.4554545454546,0,VIP / Premium
12749.0,4090.88,5,160,818.176,0,VIP / Premium
12750.0,275.88,1,15,275.88,1,Ocasionales
12754.0,3010.74,3,49,1003.5799999999999,2,Recurrentes
12756.0,112.08,1,4,112.08,1,Ocasionales
12757.0,7834.650000000001,13,237,602.6653846153847,0,VIP / Premium
12758.0,2791.59,2,84,1395.795,2,Recurrentes
12759.0,1531.44,3,81,510.48,2,Recurrentes
12762.0,1898.52,2,62,949.26,2,Recurrentes
12763.0,494.08,2,16,247.04,1,Ocasionales
12764.0,1693.88,1,45,1693.88,2,Recurrentes
12769.0,1143.6,1,32,1143.6,2,Recurrentes
12770.0,1351.45,1,12,1351.45,2,Recurrentes
12772.0,892.47,1,55,892.47,2,Recurrentes
12775.0,1386.04,5,47,277.20799999999997,2,Recurrentes
12778.0,822.23,6,40,137.03833333333333,2,Recurrentes
12779.0,3981.36,8,88,497.67,0,VIP / Premium
12781.0,826.74,2,25,413.37,1,Ocasionales
12782.0,2330.92,5,81,466.184,2,Recurrentes
12783.0,2225.91,6,76,370.98499999999996,2,Recurrentes
12784.0,532.82,2,54,266.41,1,Ocasionales
12785.0,311.95,1,14,311.95,1,Ocasionales
12787.0,463.66,3,17,154.55333333333334,1,Ocasionales
12789.0,91.85,1,4,91.85,1,Ocasionales
12790.0,324.92,1,21,324.92,1,Ocasionales
12791.0,192.60000000000002,1,2,192.60000000000002,1,Ocasionales
12792.0,400.54,1,25,400.54,1,Ocasionales
12793.0,545.48,2,21,272.74,1,Ocasionales
12794.0,860.41,2,43,430.205,1,Ocasionales
12795.0,430.48,1,14,430.48,1,Ocasionales
12797.0,254.03,1,13,254.03,1,Ocasionales
12802.0,427.58,1,25,427.58,1,Ocasionales
12808.0,483.65000000000003,3,27,161.21666666666667,1,Ocasionales
12809.0,489.31,1,25,489.31,1,Ocasionales
12811.0,514.85,3,27,171.61666666666667,1,Ocasionales
12812.0,229.64000000000001,1,15,229.64000000000001,1,Ocasionales
12814.0,125.92,1,2,125.92,1,Ocasionales
12815.0,1063.46,2,38,531.73,1,Ocasionales
12816.0,572.2,2,27,286.1,1,Ocasionales
12817.0,166.04000000000002,1,4,166.04000000000002,1,Ocasionales
12818.0,1542.08,1,14,1542.08,2,Recurrentes
12820.0,942.34,4,55,235.585,1,Ocasionales
12821.0,92.72,1,6,92.72,1,Ocasionales
12822.0,948.88,2,41,474.44,1,Ocasionales
12823.0,1759.5,5,1,351.9,2,Recurrentes
12824.0,397.12,1,25,397.12,1,Ocasionales
12826.0,1474.72,7,58,210.67428571428573,2,Recurrentes
12827.0,430.15,3,19,143.38333333333333,1,Ocasionales
12828.0,1018.71,6,46,169.785,2,Recurrentes
12829.0,293.0,2,9,146.5,1,Ocasionales
12830.0,6814.64,6,13,1135.7733333333333,0,VIP / Premium
12831.0,215.05,1,9,215.05,1,Ocasionales
12832.0,383.03000000000003,2,27,191.51500000000001,1,Ocasionales
12833.0,417.38,1,24,417.38,1,Ocasionales
12834.0,312.38,1,18,312.38,1,Ocasionales
12836.0,2610.36,4,148,652.59,2,Recurrentes
12837.0,134.1,1,12,134.1,1,Ocasionales
12838.0,671.95,2,115,335.975,2,Recurrentes
12839.0,5591.42,14,95,399.38714285714286,0,VIP / Premium
12840.0,2726.77,4,67,681.6925,2,Recurrentes
12842.0,1118.99,2,34,559.495,1,Ocasionales
12843.0,1702.26,8,69,212.7825,2,Recurrentes
12844.0,325.96000000000004,2,47,162.98000000000002,1,Ocasionales
12845.0,354.09000000000003,4,26,88.52250000000001,1,Ocasionales
12847.0,843.64,1,72,843.64,2,Recurrentes
12849.0,1010.29,2,47,505.145,1,Ocasionales
12851.0,131.81,1,43,131.81,1,Ocasionales
12852.0,311.55,1,17,311.55,1,Ocasionales
12853.0,1957.1000000000001,6,66,326.18333333333334,2,Recurrentes
12854.0,1316.25,3,95,438.75,2,Recurrentes
12855.0,38.1,1,3,38.1,1,Ocasionales
12856.0,2170.78,6,155,361.7966666666667,2,Recurrentes
12857.0,1106.4,2,37,553.2,1,Ocasionales
12863.0,521.2,1,5,521.2,1,Ocasionales
12864.0,147.12,1,3,147.12,1,Ocasionales
12865.0,1568.23,2,86,784.115,2,Recurrentes
12866.0,559.12,1,26,559.12,1,Ocasionales
12867.0,4009.34,7,240,572.7628571428571,0,VIP / Premium
12868.0,1607.0600000000002,6,72,267.84333333333336,2,Recurrentes
12871.0,380.64,2,8,190.32,1,Ocasionales
12872.0,599.97,2,58,299.985,1,Ocasionales
12873.0,374.0,1,4,374.0,1,Ocasionales
12875.0,343.2300000000001,2,1,171.61500000000004,1,Ocasionales
12876.0,2218.02,2,67,1109.01,2,Recurrentes
12877.0,1535.77,12,100,127.98083333333334,2,Recurrentes
12878.0,854.99,2,38,427.495,1,Ocasionales
12879.0,573.22,3,7,191.07333333333335,1,Ocasionales
12881.0,298.0,1,7,298.0,1,Ocasionales
12882.0,1463.04,2,12,731.52,2,Recurrentes
12883.0,703.47,4,39,175.8675,1,Ocasionales
12884.0,309.05,1,7,309.05,1,Ocasionales
12885.0,1175.22,3,66,391.74,2,Recurrentes
12886.0,1378.4,2,75,689.2,2,Recurrentes
12888.0,354.12,2,4,177.06,1,Ocasionales
12890.0,376.71999999999997,1,78,376.71999999999997,1,Ocasionales
12891.0,331.0,3,2,110.33333333333333,1,Ocasionales
12893.0,176.55,1,27,176.55,1,Ocasionales
12895.0,372.8,2,22,186.4,1,Ocasionales
12897.0,216.5,2,3,108.25,1,Ocasionales
12902.0,138.68,1,10,138.68,1,Ocasionales
12904.0,496.06,2,59,248.03,1,Ocasionales
12906.0,2919.81,5,55,583.962,2,Recurrentes
12908.0,750.0,2,1,375.0,1,Ocasionales
12909.0,2178.67,5,78,435.73400000000004,2,Recurrentes
12910.0,3075.04,8,48,384.38,2,Recurrentes
12912.0,1662.3,5,17,332.46,2,Recurrentes
12913.0,2483.63,5,37,496.726,2,Recurrentes
12915.0,363.65,2,19,181.825,1,Ocasionales
12916.0,2944.95,4,53,736.2375,2,Recurrentes
12917.0,594.0,1,2,594.0,1,Ocasionales
12919.0,1335.19,6,34,222.53166666666667,2,Recurrentes
12920.0,162.78,1,27,162.78,1,Ocasionales
12922.0,405.38,1,28,405.38,1,Ocasionales
12923.0,172.82,1,28,172.82,1,Ocasionales
12924.0,933.7,4,22,233.425,1,Ocasionales
12925.0,694.05,2,42,347.025,1,Ocasionales
12928.0,2062.7,5,59,412.53999999999996,2,Recurrentes
12929.0,117.85,1,8,117.85,1,Ocasionales
12930.0,415.8,2,20,207.9,1,Ocasionales
12933.0,607.53,3,102,202.51,1,Ocasionales
12935.0,2160.7,7,80,308.6714285714285,2,Recurrentes
12936.0,1063.9,4,56,265.975,2,Recurrentes
12937.0,1504.27,4,81,376.0675,2,Recurrentes
12938.0,114.14,1,9,114.14,1,Ocasionales
12940.0,899.69,2,87,449.845,2,Recurrentes
12942.0,675.6,3,68,225.20000000000002,1,Ocasionales
12944.0,604.51,2,29,302.255,1,Ocasionales
12945.0,462.95,1,23,462.95,1,Ocasionales
12947.0,1603.99,6,83,267.33166666666665,2,Recurrentes
12948.0,2064.95,7,82,294.99285714285713,2,Recurrentes
12949.0,4167.22,8,166,520.9025,0,VIP / Premium
12950.0,1843.0,3,13,614.3333333333334,2,Recurrentes
12951.0,1064.07,6,53,177.345,2,Recurrentes
12952.0,1387.79,4,64,346.9475,2,Recurrentes
12953.0,329.85,1,17,329.85,1,Ocasionales
12955.0,4757.16,11,81,432.4690909090909,0,VIP / Premium
12956.0,108.07,1,19,108.07,1,Ocasionales
12957.0,4017.54,8,208,502.1925,0,VIP / Premium
12962.0,266.39,2,15,133.195,1,Ocasionales
12963.0,1856.63,8,75,232.07875,2,Recurrentes
12965.0,769.8100000000001,1,108,769.8100000000001,2,Recurrentes
12966.0,160.18,1,10,160.18,1,Ocasionales
12967.0,1660.9,2,19,830.45,2,Recurrentes
12968.0,135.95,1,5,135.95,1,Ocasionales
12970.0,405.47,4,116,101.3675,1,Ocasionales
12974.0,144.8,1,8,144.8,1,Ocasionales
12976.0,738.6,1,22,738.6,1,Ocasionales
12977.0,39.239999999999995,1,9,39.239999999999995,1,Ocasionales
12980.0,7374.900000000001,9,6,819.4333333333334,0,VIP / Premium
12981.0,372.21999999999997,2,12,186.10999999999999,1,Ocasionales
12982.0,390.54,1,28,390.54,1,Ocasionales
12984.0,97.5,1,4,97.5,1,Ocasionales
12985.0,1239.38,2,73,619.69,2,Recurrentes
12987.0,558.7,2,27,279.35,1,Ocasionales
12988.0,505.82,1,75,505.82,1,Ocasionales
12989.0,6924.11,15,41,461.6073333333333,0,VIP / Premium
12990.0,409.5,3,8,136.5,1,Ocasionales
12991.0,503.76,2,31,251.88,1,Ocasionales
12993.0,414.76,4,26,103.69,1,Ocasionales
12994.0,974.42,3,52,324.8066666666667,1,Ocasionales
12995.0,211.32,1,3,211.32,1,Ocasionales
12997.0,1226.89,4,45,306.7225,2,Recurrentes
12999.0,455.88,3,25,151.96,1,Ocasionales
13000.0,534.85,3,30,178.28333333333333,1,Ocasionales
13002.0,120.95,1,7,120.95,1,Ocasionales
13003.0,149.05,3,4,49.68333333333334,1,Ocasionales
13005.0,513.7,2,21,256.85,1,Ocasionales
13006.0,81.57,1,4,81.57,1,Ocasionales
13008.0,229.47,1,14,229.47,1,Ocasionales
13011.0,50.550000000000004,1,3,50.550000000000004,1,Ocasionales
13012.0,1646.8400000000001,8,67,205.85500000000002,2,Recurrentes
13013.0,4810.9400000000005,13,155,370.07230769230773,0,VIP / Premium
13014.0,3466.28,10,67,346.62800000000004,0,VIP / Premium
13015.0,3339.64,5,156,667.928,0,VIP / Premium
13016.0,789.89,3,39,263.2966666666667,1,Ocasionales
13017.0,204.0,1,1,204.0,1,Ocasionales
13021.0,2616.38,9,101,290.7088888888889,2,Recurrentes
13023.0,689.9,2,36,344.95,1,Ocasionales
13026.0,975.36,5,32,195.072,1,Ocasionales
13028.0,661.3199999999999,2,40,330.65999999999997,1,Ocasionales
13029.0,1247.5,3,8,415.8333333333333,1,Ocasionales
13030.0,752.44,2,76,376.22,1,Ocasionales
13032.0,1010.1800000000001,2,55,505.09000000000003,1,Ocasionales
13033.0,190.55,1,11,190.55,1,Ocasionales
13034.0,642.77,2,37,321.385,1,Ocasionales
13035.0,921.88,2,23,460.94,1,Ocasionales
13037.0,881.07,3,44,293.69,1,Ocasionales
13038.0,908.46,3,24,302.82,1,Ocasionales
13040.0,676.99,2,38,338.495,1,Ocasionales
13043.0,516.42,1,13,516.42,1,Ocasionales
13044.0,560.47,1,33,560.47,1,Ocasionales
13045.0,305.28000000000003,1,18,305.28000000000003,1,Ocasionales
13046.0,629.31,2,33,314.655,1,Ocasionales
13047.0,3237.54,10,106,323.754,0,VIP / Premium
